,model,reaction_id,num_candidates,max_match,mean_match_score,med_match_score,min_match_score,max_match_score,var_match_score,accuracy
41,BIOMD0000000218.xml,KGD,9,2,0.42592592592592593,0.5,0.3333333333333333,0.5,0.006858710562414268,0
42,BIOMD0000000218.xml,SSADH,1,2,0.4,0.4,0.4,0.4,0.0,0
43,BIOMD0000000218.xml,ScAS,2,2,0.5,0.5,0.5,0.5,0.0,0
44,BIOMD0000000218.xml,SDH,41,1,0.2845528455284552,0.25,0.16666666666666666,1.0,0.03122480005287858,0
45,BIOMD0000000218.xml,FUM,79,1,0.30572634116937913,0.25,0.14285714285714285,1.0,0.02889757441191505,1
46,BIOMD0000000218.xml,MDH,77,1,0.30500927643784786,0.25,0.14285714285714285,1.0,0.029627850578022856,1
47,BIOMD0000000218.xml,ICL1,15,2,0.5711111111111111,0.5,0.4,0.6666666666666666,0.008572839506172835,0
48,BIOMD0000000218.xml,ICL2,15,2,0.5711111111111111,0.5,0.4,0.6666666666666666,0.008572839506172835,0
49,BIOMD0000000218.xml,MS,31,2,0.3855606758832566,0.4,0.2857142857142857,0.5,0.0020049504366436146,1
50,BIOMD0000000026.xml,v1b,1,3,1.0,1.0,1.0,1.0,0.0,0
51,BIOMD0000000026.xml,v2b,1,4,1.0,1.0,1.0,1.0,0.0,0
52,BIOMD0000000026.xml,v3b,13,2,0.4262515262515263,0.4,0.2222222222222222,0.6666666666666666,0.012746716043419341,0
53,BIOMD0000000026.xml,v4b,6,2,0.4013227513227513,0.45,0.2222222222222222,0.5,0.012442610789171638,0
54,BIOMD0000000032.xml,v20,40,1,0.27583333333333326,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.005818749999999999,0
55,BIOMD0000000032.xml,v22,13651,0,0.0,0.0,0.0,0.0,0.0,1
56,BIOMD0000000032.xml,v24,13651,0,0.0,0.0,0.0,0.0,0.0,1
57,BIOMD0000000032.xml,v31,13651,0,0.0,0.0,0.0,0.0,0.0,1
58,BIOMD0000000032.xml,v33,201,1,0.2911099265576878,0.25,0.125,1.0,0.039302312416101166,0
59,BIOMD0000000032.xml,v39,15,2,0.37306878306878305,0.4,0.2222222222222222,0.5,0.008753209596595842,0
60,BIOMD0000000032.xml,v40,15,2,0.37306878306878305,0.4,0.2222222222222222,0.5,0.008753209596595842,0
61,BIOMD0000000032.xml,v46,15,2,0.3644444444444444,0.3333333333333333,0.3333333333333333,0.4,0.0011061728395061743,0
62,BIOMD0000000033.xml,MekDeactivationReaction,107,1,0.2595979824951788,0.25,0.1111111111111111,1.0,0.025608021544425846,0
63,BIOMD0000000033.xml,ErkDeactivationReaction,25,1,0.25866666666666666,0.2,0.16666666666666666,0.5,0.008269333333333332,0
64,BIOMD0000000033.xml,Raf1byPPtaseDeactivationReaction,31,1,0.24600614439324117,0.2,0.14285714285714285,0.5,0.007549699033272689,0
65,BIOMD0000000033.xml,BRafbyPPtaseDeactivationReaction,33,1,0.2512987012987013,0.2,0.14285714285714285,0.5,0.007526314474366421,0
66,BIOMD0000000027.xml,v1,9,2,0.37592592592592594,0.3333333333333333,0.25,0.5,0.006117969821673525,0
67,BIOMD0000000027.xml,v2,13,1,0.23690476190476195,0.16666666666666666,0.125,1.0,0.04966945752660036,0
68,BIOMD0000000027.xml,v3,13,1,0.23690476190476195,0.16666666666666666,0.125,1.0,0.04966945752660036,0
69,BIOMD0000000027.xml,v4,9,2,0.37592592592592594,0.3333333333333333,0.25,0.5,0.006117969821673525,0
70,BIOMD0000000219.xml,CS,2,3,0.4642857142857143,0.4642857142857143,0.42857142857142855,0.5,0.0012755102040816336,1
71,BIOMD0000000219.xml,ACN,15,2,0.5711111111111111,0.5,0.4,0.6666666666666666,0.008572839506172835,0
72,BIOMD0000000219.xml,ICD1,37,2,0.47052767052767047,0.5,0.2857142857142857,0.6666666666666666,0.01493637045760598,0
73,BIOMD0000000219.xml,ICD2,37,2,0.47052767052767047,0.5,0.2857142857142857,0.6666666666666666,0.01493637045760598,0
74,BIOMD0000000219.xml,KDH,12,2,0.40343915343915343,0.41666666666666663,0.2222222222222222,0.5,0.010191833935220178,0
75,BIOMD0000000219.xml,KGD,9,2,0.42592592592592593,0.5,0.3333333333333333,0.5,0.006858710562414268,0
76,BIOMD0000000219.xml,SSADH,1,2,0.4,0.4,0.4,0.4,0.0,0
77,BIOMD0000000219.xml,ScAS,2,2,0.5,0.5,0.5,0.5,0.0,0
78,BIOMD0000000219.xml,SDH,41,1,0.2845528455284552,0.25,0.16666666666666666,1.0,0.03122480005287858,0
79,BIOMD0000000219.xml,FUM,79,1,0.30572634116937913,0.25,0.14285714285714285,1.0,0.02889757441191505,1
80,BIOMD0000000219.xml,MDH,77,1,0.30500927643784786,0.25,0.14285714285714285,1.0,0.029627850578022856,1
81,BIOMD0000000219.xml,ICL1,15,2,0.5711111111111111,0.5,0.4,0.6666666666666666,0.008572839506172835,0
82,BIOMD0000000219.xml,ICL2,15,2,0.5711111111111111,0.5,0.4,0.6666666666666666,0.008572839506172835,0
83,BIOMD0000000219.xml,MS,31,2,0.3855606758832566,0.4,0.2857142857142857,0.5,0.0020049504366436146,1
84,BIOMD0000000231.xml,v1,301,2,0.3235537625903074,0.3333333333333333,0.13333333333333333,0.6666666666666666,0.003874143676750186,0
85,BIOMD0000000231.xml,v2,8,3,0.7562500000000001,0.675,0.5,1.0,0.03964843750000001,1
86,BIOMD0000000231.xml,v3,6,3,0.48095238095238096,0.4642857142857143,0.42857142857142855,0.6,0.0038548752834467125,0
87,BIOMD0000000231.xml,v4,25,2,0.44609523809523816,0.4,0.2857142857142857,0.6666666666666666,0.017686566893424033,0
88,BIOMD0000000225.xml,vpfk,279,1,0.28617227058087275,0.25,0.1111111111111111,1.0,0.027204188403654232,1
89,BIOMD0000000225.xml,vfba,2,3,0.6,0.6,0.6,0.6,0.0,0
90,BIOMD0000000190.xml,ODC,3,2,0.6666666666666666,0.5,0.5,1.0,0.05555555555555555,1
91,BIOMD0000000190.xml,SAMdc,1,2,0.5,0.5,0.5,0.5,0.0,1
92,BIOMD0000000190.xml,SSAT_for_S,1,4,0.8,0.8,0.8,0.8,0.0,1
93,BIOMD0000000190.xml,SSAT_for_D,2,4,0.8,0.8,0.8,0.8,0.0,0
94,BIOMD0000000190.xml,PAO_for_aD,1,2,0.4,0.4,0.4,0.4,0.0,0
95,BIOMD0000000190.xml,PAO_for_aS,1,2,0.4,0.4,0.4,0.4,0.0,1
96,BIOMD0000000190.xml,SpdS,1,3,0.6,0.6,0.6,0.6,0.0,1
97,BIOMD0000000190.xml,SpmS,3,3,0.6,0.6,0.6,0.6,0.0,1
98,BIOMD0000000190.xml,MAT,60,2,0.3023941798941798,0.2857142857142857,0.2,0.5,0.005012167037596932,1
99,BIOMD0000000147.xml,deg_ai,170,1,0.24761904761904763,0.25,0.125,1.0,0.014374666533279977,0
100,BIOMD0000000147.xml,deg_ain,9,2,0.41164021164021164,0.4,0.2857142857142857,0.5,0.007705271408975114,0
101,BIOMD0000000147.xml,deg_bin,90,1,0.2198148148148148,0.2,0.14285714285714285,1.0,0.009592822849304334,0
102,BIOMD0000000147.xml,deg_bi,76,1,0.32593984962406014,0.25,0.14285714285714285,1.0,0.051723293195394496,0
103,BIOMD0000000147.xml,deg_ei,27,1,0.21737213403880068,0.2,0.14285714285714285,0.3333333333333333,0.0017404950091605002,0
104,BIOMD0000000147.xml,deg_ein,1,2,0.5,0.5,0.5,0.5,0.0,0
105,BIOMD0000000145.xml,R7,9,1,0.21666666666666667,0.2,0.2,0.25,0.0005555555555555552,1
106,BIOMD0000000151.xml,R9,1,1,0.25,0.25,0.25,0.25,0.0,0
107,BIOMD0000000151.xml,R10,34,3,0.5413865546218488,0.55,0.3333333333333333,0.75,0.01313384177200292,0
108,BIOMD0000000151.xml,R12,20,1,0.21595238095238095,0.225,0.14285714285714285,0.25,0.0014331632653061224,0
109,BIOMD0000000151.xml,R17,2,3,0.6,0.6,0.6,0.6,0.0,0
110,BIOMD0000000151.xml,R22,2,4,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.0,0
111,BIOMD0000000151.xml,R30,2,2,0.5,0.5,0.5,0.5,0.0,0
112,BIOMD0000000151.xml,R59,21,2,0.37981859410430846,0.4,0.2857142857142857,0.5,0.002768393827674684,0
113,BIOMD0000000151.xml,R64,17,2,0.38263305322128854,0.4,0.2857142857142857,0.4,0.001496441713940479,0
114,BIOMD0000000151.xml,R67,43,1,0.2296603912882982,0.2,0.1111111111111111,1.0,0.01846276735560518,0
115,BIOMD0000000151.xml,R69,56,1,0.21735402494331063,0.2,0.1111111111111111,0.5,0.0033060037335748732,0
116,BIOMD0000000031.xml,v1,9,2,0.37592592592592594,0.3333333333333333,0.25,0.5,0.006117969821673525,0
117,BIOMD0000000031.xml,v2,13,1,0.23690476190476195,0.16666666666666666,0.125,1.0,0.04966945752660036,0
118,BIOMD0000000031.xml,v3,13,1,0.23690476190476195,0.16666666666666666,0.125,1.0,0.04966945752660036,0
119,BIOMD0000000031.xml,v4,9,2,0.37592592592592594,0.3333333333333333,0.25,0.5,0.006117969821673525,0
120,BIOMD0000000018.xml,SHMT,1,3,0.6,0.6,0.6,0.6,0.0,1
121,BIOMD0000000018.xml,SHMTr,23,2,0.40579710144927544,0.4,0.3333333333333333,0.5,0.003927746271791641,1
122,BIOMD0000000018.xml,MTHFR,5,2,0.5333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.07111111111111112,1
123,BIOMD0000000018.xml,MTR,1,3,0.75,0.75,0.75,0.75,0.0,1
124,BIOMD0000000018.xml,HCOOHtoCHOFH4,2,4,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,1
125,BIOMD0000000018.xml,GARFT,1,3,0.6,0.6,0.6,0.6,0.0,1
126,BIOMD0000000018.xml,ATIC7,2,3,0.75,0.75,0.75,0.75,0.0,1
127,BIOMD0000000018.xml,TYMS,6,3,0.5583333333333333,0.5,0.5,0.75,0.008680555555555558,1
128,BIOMD0000000018.xml,DHFReductase,42,1,0.20935374149659863,0.2,0.14285714285714285,0.3333333333333333,0.0017825809462106838,1
129,BIOMD0000000018.xml,FFH2syn,12,2,0.4000000000000001,0.4,0.3333333333333333,0.5,0.0027777777777777783,1
130,BIOMD0000000018.xml,ATIC12,2,3,0.75,0.75,0.75,0.75,0.0,1
131,BIOMD0000000018.xml,AICARsyn,15,1,0.2823809523809524,0.25,0.14285714285714285,0.5,0.019630234315948604,0
132,BIOMD0000000018.xml,FPGS12,3,1,0.24999999999999997,0.25,0.16666666666666666,0.3333333333333333,0.004629629629629629,0
133,BIOMD0000000018.xml,FPGS23,3,1,0.24999999999999997,0.25,0.16666666666666666,0.3333333333333333,0.004629629629629629,0
134,BIOMD0000000018.xml,FPGS34,1,1,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0
135,BIOMD0000000018.xml,FPGS45,1,1,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0
136,BIOMD0000000018.xml,GGH21,3,1,0.24999999999999997,0.25,0.16666666666666666,0.3333333333333333,0.004629629629629629,0
137,BIOMD0000000018.xml,GGH32,3,1,0.24999999999999997,0.25,0.16666666666666666,0.3333333333333333,0.004629629629629629,0
138,BIOMD0000000018.xml,GGH43,1,1,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0
139,BIOMD0000000018.xml,GGH54,1,1,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0
140,BIOMD0000000030.xml,reaction_0000002,3,2,0.4000000000000001,0.4,0.4,0.4,3.0814879110195774e-33,0
141,BIOMD0000000030.xml,reaction_0000004,105,1,0.2494557823129252,0.25,0.14285714285714285,1.0,0.011328609992749936,0
142,BIOMD0000000030.xml,reaction_0000006,57,1,0.25396825396825395,0.25,0.14285714285714285,0.5,0.005984869581360808,0
143,BIOMD0000000030.xml,reaction_0000008,1,2,0.4,0.4,0.4,0.4,0.0,0
144,BIOMD0000000030.xml,reaction_0000010,37,1,0.2135778635778636,0.2,0.14285714285714285,0.3333333333333333,0.0015011536633158257,0
145,BIOMD0000000030.xml,reaction_0000012,26,1,0.20842490842490843,0.2,0.14285714285714285,0.25,0.0013554119872801194,0
146,BIOMD0000000030.xml,reaction_0000014,6,1,0.18333333333333335,0.18333333333333335,0.16666666666666666,0.2,0.00027777777777777816,0
147,BIOMD0000000030.xml,reaction_0000021,17,1,0.2107843137254902,0.2,0.16666666666666666,0.3333333333333333,0.001566705113417916,0
148,BIOMD0000000232.xml,v2,2,3,0.6,0.6,0.6,0.6,0.0,1
149,BIOMD0000000232.xml,v3,2,3,0.4642857142857143,0.4642857142857143,0.42857142857142855,0.5,0.0012755102040816336,1
150,BIOMD0000000232.xml,v4,1,3,0.75,0.75,0.75,0.75,0.0,1
151,BIOMD0000000232.xml,v5,24,3,0.5577380952380953,0.6,0.42857142857142855,0.6,0.003970734126984127,0
152,BIOMD0000000232.xml,v6,3,2,0.6333333333333333,0.5,0.4,1.0,0.06888888888888889,1
153,BIOMD0000000232.xml,v7,1,4,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.0,1
154,BIOMD0000000232.xml,vresp,111,4,0.6515658515658518,0.6666666666666666,0.5714285714285714,1.0,0.005431502471399512,0
155,BIOMD0000000232.xml,vATP,262,5,0.8049345692475465,0.8333333333333334,0.5555555555555556,1.0,0.008131006952826775,1
156,BIOMD0000000232.xml,vANT,727,2,0.36607715988733874,0.3333333333333333,0.2222222222222222,1.0,0.005261016082676634,1
157,BIOMD0000000408.xml,J_CK_Mi,1,4,0.8,0.8,0.8,0.8,0.0,0
158,BIOMD0000000408.xml,J_CK_MM,12,3,0.5279761904761905,0.5,0.42857142857142855,0.75,0.008201176303854875,0
159,BIOMD0000000236.xml,vpfk,15,2,0.4577777777777778,0.4,0.4,0.6666666666666666,0.005402469135802466,1
160,BIOMD0000000236.xml,vfba,20,1,0.25916666666666666,0.25,0.2,0.5,0.007513194444444443,1
161,BIOMD0000000236.xml,vgapdh,13651,0,0.0,0.0,0.0,0.0,0.0,1
162,BIOMD0000000222.xml,CS,2,3,0.4642857142857143,0.4642857142857143,0.42857142857142855,0.5,0.0012755102040816336,1
163,BIOMD0000000222.xml,ACN,15,2,0.5711111111111111,0.5,0.4,0.6666666666666666,0.008572839506172835,0
164,BIOMD0000000222.xml,ICD,37,2,0.47052767052767047,0.5,0.2857142857142857,0.6666666666666666,0.01493637045760598,0
165,BIOMD0000000222.xml,KDH,12,2,0.40343915343915343,0.41666666666666663,0.2222222222222222,0.5,0.010191833935220178,0
166,BIOMD0000000222.xml,ScAS,2,2,0.5,0.5,0.5,0.5,0.0,0
167,BIOMD0000000222.xml,SDH,41,1,0.2845528455284552,0.25,0.16666666666666666,1.0,0.03122480005287858,0
168,BIOMD0000000222.xml,FUM,79,1,0.30572634116937913,0.25,0.14285714285714285,1.0,0.02889757441191505,1
169,BIOMD0000000222.xml,MDH,77,1,0.30500927643784786,0.25,0.14285714285714285,1.0,0.029627850578022856,1
170,BIOMD0000000222.xml,ICL,15,2,0.5711111111111111,0.5,0.4,0.6666666666666666,0.008572839506172835,0
171,BIOMD0000000222.xml,MS,31,2,0.3855606758832566,0.4,0.2857142857142857,0.5,0.0020049504366436146,1
172,BIOMD0000000021.xml,P0_to_P1,161,1,0.26235581188997337,0.25,0.125,1.0,0.013901651809470625,0
173,BIOMD0000000021.xml,T0_to_T1,2,2,0.45,0.45,0.4,0.5,0.0024999999999999988,0
174,BIOMD0000000021.xml,P1_to_P0,161,1,0.26235581188997337,0.25,0.125,1.0,0.013901651809470625,0
175,BIOMD0000000021.xml,T1_to_T0,2,2,0.45,0.45,0.4,0.5,0.0024999999999999988,0
176,BIOMD0000000021.xml,P1_to_P2,156,1,0.2648275335775336,0.25,0.125,1.0,0.014106276944675523,0
177,BIOMD0000000021.xml,T1_to_T2,2,2,0.45,0.45,0.4,0.5,0.0024999999999999988,0
178,BIOMD0000000021.xml,P2_to_P1,156,1,0.2648275335775336,0.25,0.125,1.0,0.014106276944675523,0
179,BIOMD0000000021.xml,T2_to_T1,2,2,0.45,0.45,0.4,0.5,0.0024999999999999988,0
180,BIOMD0000000009.xml,r1b,110,1,0.23687229437229437,0.225,0.125,1.0,0.013600094287026106,0
181,BIOMD0000000009.xml,r2b,606,1,0.2521419403845146,0.25,0.1111111111111111,1.0,0.015345038725443367,0
182,BIOMD0000000009.xml,r3b,13,1,0.23690476190476195,0.16666666666666666,0.125,1.0,0.04966945752660036,0
183,BIOMD0000000009.xml,r4b,40,1,0.2566765873015873,0.25,0.1111111111111111,1.0,0.02092991691468254,0
184,BIOMD0000000009.xml,r5b,147,1,0.22305096641831337,0.2,0.1111111111111111,1.0,0.010100720904120172,0
185,BIOMD0000000009.xml,r6b,10,1,0.2796825396825397,0.18333333333333335,0.1111111111111111,1.0,0.06287165532879817,0
186,BIOMD0000000009.xml,r7b,33,1,0.21875901875901876,0.2,0.14285714285714285,0.5,0.004239935949892659,0
187,BIOMD0000000009.xml,r8b,18,1,0.2705908289241623,0.2,0.1111111111111111,1.0,0.03799840935459689,0
188,BIOMD0000000009.xml,r9b,41,1,0.21371467286101428,0.2,0.1111111111111111,0.3333333333333333,0.0021930022366978825,0
189,BIOMD0000000009.xml,r10b,33,1,0.25091390091390087,0.2,0.1111111111111111,1.0,0.024015137055060105,0
190,BIOMD0000000380.xml,pgi,189,1,0.29964726631393296,0.25,0.2,1.0,0.03655778269240937,1
191,BIOMD0000000380.xml,hxk,14,5,1.0,1.0,1.0,1.0,0.0,1
192,BIOMD0000000380.xml,pgm,1,2,0.5,0.5,0.5,0.5,0.0,0
193,BIOMD0000000380.xml,tpp,4,4,1.0,1.0,1.0,1.0,0.0,1
194,BIOMD0000000380.xml,tps,2,5,1.0,1.0,1.0,1.0,0.0,1
195,BIOMD0000000380.xml,nth,11,3,0.9545454545454546,1.0,0.75,1.0,0.009297520661157023,1
196,BIOMD0000000380.xml,ugp,2,5,1.0,1.0,1.0,1.0,0.0,1
197,BIOMD0000000182.xml,pde4_p,13651,0,0.0,0.0,0.0,0.0,0.0,1
198,BIOMD0000000182.xml,PPase_Raf,6,1,0.17519841269841266,0.16666666666666666,0.125,0.25,0.0016536359914336104,0
199,BIOMD0000000182.xml,PDE4,13651,0,0.0,0.0,0.0,0.0,0.0,1
200,BIOMD0000000182.xml,MEK_activates_MAPK,83,1,0.24007458405048765,0.2,0.125,1.0,0.01200933929966238,0
201,BIOMD0000000182.xml,PKA_activates_Raf,6,1,0.17519841269841266,0.16666666666666666,0.125,0.25,0.0016536359914336104,0
202,BIOMD0000000182.xml,AC_active,1,2,0.5,0.5,0.5,0.5,0.0,0
203,BIOMD0000000182.xml,highKM_PDE,13651,0,0.0,0.0,0.0,0.0,0.0,1
204,BIOMD0000000182.xml,PKA_P_PTP,109,1,0.26923693024610457,0.2,0.1111111111111111,1.0,0.036997125071165836,0
205,BIOMD0000000182.xml,PKA_P_PDE,265,1,0.256858340820605,0.2,0.1111111111111111,1.0,0.01891486483310806,0
206,BIOMD0000000182.xml,Raf_activates_MEK,105,1,0.2198299319727891,0.2,0.1,0.5,0.007359720743928713,0
207,BIOMD0000000182.xml,PTP_PKA,83,1,0.24007458405048765,0.2,0.125,1.0,0.01200933929966238,0
208,BIOMD0000000182.xml,PTP,83,1,0.24007458405048765,0.2,0.125,1.0,0.01200933929966238,0
209,BIOMD0000000182.xml,PPase_MAPK,83,1,0.24007458405048765,0.2,0.125,1.0,0.01200933929966238,0
210,BIOMD0000000182.xml,PPase_mek,105,1,0.2198299319727891,0.2,0.1,0.5,0.007359720743928713,0
211,BIOMD0000000633.xml,ALD,4,2,0.5583333333333333,0.5833333333333333,0.4,0.6666666666666666,0.012986111111111106,0
212,BIOMD0000000633.xml,EN,47,2,0.47066869300911834,0.4,0.25,0.6666666666666666,0.023534545853953467,0
213,BIOMD0000000633.xml,FBP1,36,1,0.3289682539682539,0.25,0.14285714285714285,1.0,0.058349867724867735,0
214,BIOMD0000000633.xml,GAPDH,44,2,0.47321428571428564,0.41666666666666663,0.25,0.6666666666666666,0.024886138167388164,0
215,BIOMD0000000633.xml,GK,62,2,0.47526881720430103,0.5,0.4,0.6666666666666666,0.002578332755231818,1
216,BIOMD0000000633.xml,G6P_ER,219,1,0.2907153729071538,0.25,0.16666666666666666,1.0,0.03489096464951848,1
217,BIOMD0000000633.xml,GPI,225,1,0.30433862433862435,0.25,0.14285714285714285,1.0,0.04016006270821085,1
218,BIOMD0000000633.xml,LDH,7,2,0.38843537414965984,0.4,0.2857142857142857,0.5,0.0037956407052616983,0
219,BIOMD0000000633.xml,MDH,77,1,0.30500927643784786,0.25,0.14285714285714285,1.0,0.029627850578022856,1
220,BIOMD0000000633.xml,MDH_mito,512,1,0.2409985739087302,0.2,0.1,1.0,0.01584204241261731,0
221,BIOMD0000000633.xml,NDK_GTP,29,2,0.41116584564860426,0.4,0.2857142857142857,0.6666666666666666,0.006207327956945759,1
222,BIOMD0000000633.xml,NDK_UTP,6,2,0.4611111111111111,0.4,0.4,0.6666666666666666,0.009783950617283946,1
223,BIOMD0000000633.xml,NDK_GTP_mito,6,1,0.17519841269841266,0.16666666666666666,0.125,0.25,0.0016536359914336104,0
224,BIOMD0000000633.xml,PC,1,2,0.5,0.5,0.5,0.5,0.0,0
225,BIOMD0000000633.xml,PEPCK,2,3,0.6,0.6,0.6,0.6,0.0,0
226,BIOMD0000000633.xml,PEPCK_mito,421,1,0.21510481468913775,0.2,0.1,1.0,0.005565102251927104,0
227,BIOMD0000000633.xml,PFK1,36,1,0.3289682539682539,0.25,0.14285714285714285,1.0,0.058349867724867735,0
228,BIOMD0000000633.xml,PFK2,68,1,0.2948879551820728,0.25,0.14285714285714285,1.0,0.03411519019372454,0
229,BIOMD0000000633.xml,FBP2,68,1,0.2948879551820728,0.25,0.14285714285714285,1.0,0.03411519019372454,0
230,BIOMD0000000633.xml,PGK,47,2,0.47066869300911834,0.4,0.25,0.6666666666666666,0.023534545853953467,0
231,BIOMD0000000633.xml,PGM,47,2,0.47066869300911834,0.4,0.25,0.6666666666666666,0.023534545853953467,0
232,BIOMD0000000633.xml,PK,7,2,0.38843537414965984,0.4,0.2857142857142857,0.5,0.0037956407052616983,0
233,BIOMD0000000633.xml,TPI,154,1,0.26604050711193566,0.25,0.125,1.0,0.014164111929277249,0
234,BIOMD0000000633.xml,UGT,2,3,0.6,0.6,0.6,0.6,0.0,1
235,BIOMD0000000627.xml,reaction_9,14,3,0.5346938775510204,0.55,0.42857142857142855,0.6,0.004889629321116201,1
236,BIOMD0000000627.xml,reaction_10,14,3,0.5346938775510204,0.55,0.42857142857142855,0.6,0.004889629321116201,1
